Product Type,Product Weight (kg),Purpose,Vehicle Type,Vehicle Category,maxWeightCapacity
Fruits,3499,crops,Multicab,N1,3500
Chickens,3499,livestock,Mini Livestock Truck,N1,3500
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,13999,crops,Elf Truck,N2,11999
Meat,3500,perishable goods,Refrigerated Van,N1,3500
Rice,1999,crops,Tricycle,L1,1999
Goats,11999,livestock,Livestock Truck,N2,11999
Leafy Greens,3499,perishable goods,Refrigerated Van,N1,3500
Eggs,1999,perishable goods,Refrigerated Van,N1,2999
Corn,10,crops,Tricycle,L1,201
Rice,10,crops,Tricycle,L1,202
Fruits,10,crops,Tricycle,L1,201
Corn,10,crops,Tricycle,L1,202
Rice,10,crops,Tricycle,L1,201
Corn,451,crops,Tricycle,L1,788
Eggs,882,perishable goods,Refrigerated Van,N1,1315
Pigs,673,livestock,Mini Livestock Truck,N1,1550
Vegetables,215,crops,Tricycle,L1,520
Fruits,799,crops,Tricycle,L1,985
Frozen Fish,533,perishable goods,Refrigerated Van,N1,1240
Rice,388,crops,Tricycle,L1,655
Meat,910,perishable goods,Refrigerated Van,N1,1750
Chickens,605,livestock,Mini Livestock Truck,N1,1480
Leafy Greens,295,perishable goods,Refrigerated Van,N1,1050
Corn,720,crops,Tricycle,L1,910
Goats,841,livestock,Mini Livestock Truck,N1,1660
Vegetables,444,crops,Tricycle,L1,815
Eggs,618,perishable goods,Refrigerated Van,N1,1330
Rice,125,crops,Tricycle,L1,350
Fruits,577,crops,Tricycle,L1,890
Meat,305,perishable goods,Refrigerated Van,N1,1150
Pigs,977,livestock,Mini Livestock Truck,N1,1820
Corn,211,crops,Tricycle,L1,580
Frozen Fish,715,perishable goods,Refrigerated Van,N1,1550
Chickens,488,livestock,Mini Livestock Truck,N1,1375
Leafy Greens,640,perishable goods,Refrigerated Van,N1,1410
Rice,808,crops,Tricycle,L1,995
Goats,333,livestock,Mini Livestock Truck,N1,1250
Vegetables,190,crops,Tricycle,L1,490
Fruits,702,crops,Tricycle,L1,955
Eggs,471,perishable goods,Refrigerated Van,N1,1190
Corn,595,crops,Tricycle,L1,875
Meat,815,perishable goods,Refrigerated Van,N1,1680
Pigs,250,livestock,Mini Livestock Truck,N1,1100
Chickens,766,livestock,Mini Livestock Truck,N1,1610
Frozen Fish,381,perishable goods,Refrigerated Van,N1,1295
Rice,627,crops,Tricycle,L1,900
Leafy Greens,911,perishable goods,Refrigerated Van,N1,1770
Goats,555,livestock,Mini Livestock Truck,N1,1420
Vegetables,318,crops,Tricycle,L1,680
Fruits,844,crops,Multicab,N1,1550
Eggs,159,perishable goods,Refrigerated Van,N1,1010
Corn,402,crops,Tricycle,L1,750
Meat,688,perishable goods,Refrigerated Van,N1,1490
Pigs,410,livestock,Mini Livestock Truck,N1,1300
Chickens,299,livestock,Mini Livestock Truck,N1,1190
Frozen Fish,930,perishable goods,Refrigerated Van,N1,1810
Rice,714,crops,Tricycle,L1,970
Leafy Greens,333,perishable goods,Refrigerated Van,N1,1150
Goats,777,livestock,Mini Livestock Truck,N1,1630
Vegetables,551,crops,Tricycle,L1,885
Fruits,118,crops,Tricycle,L1,380
Eggs,825,perishable goods,Refrigerated Van,N1,1600
Corn,676,crops,Tricycle,L1,940
Meat,212,perishable goods,Refrigerated Van,N1,1050
Pigs,588,livestock,Mini Livestock Truck,N1,1450
Chickens,811,livestock,Mini Livestock Truck,N1,1700
Frozen Fish,606,perishable goods,Refrigerated Van,N1,1420
Rice,280,crops,Tricycle,L1,610
Leafy Greens,495,perishable goods,Refrigerated Van,N1,1280
Goats,918,livestock,Mini Livestock Truck,N1,1780
Vegetables,722,crops,Tricycle,L1,980
Fruits,399,crops,Tricycle,L1,710
Eggs,707,perishable goods,Refrigerated Van,N1,1490
Corn,851,crops,Multicab,N1,1600
Meat,433,perishable goods,Refrigerated Van,N1,1220
Pigs,715,livestock,Mini Livestock Truck,N1,1590
Chickens,530,livestock,Mini Livestock Truck,N1,1400
Frozen Fish,888,perishable goods,Refrigerated Van,N1,1750
Rice,195,crops,Tricycle,L1,480
Leafy Greens,777,perishable goods,Refrigerated Van,N1,1550
Goats,404,livestock,Mini Livestock Truck,N1,1310
Vegetables,616,crops,Tricycle,L1,900
Fruits,508,crops,Tricycle,L1,820
Eggs,222,perishable goods,Refrigerated Van,N1,1080
Corn,789,crops,Tricycle,L1,990
Meat,599,perishable goods,Refrigerated Van,N1,1390
Pigs,876,livestock,Mini Livestock Truck,N1,1740
Chickens,388,livestock,Mini Livestock Truck,N1,1280
Frozen Fish,491,perishable goods,Refrigerated Van,N1,1350
Rice,501,crops,Tricycle,L1,810
Leafy Greens,818,perishable goods,Refrigerated Van,N1,1600
Goats,666,livestock,Mini Livestock Truck,N1,1510
Vegetables,275,crops,Tricycle,L1,600
Fruits,911,crops,Multicab,N1,1700
Eggs,395,perishable goods,Refrigerated Van,N1,1170
Corn,505,crops,Tricycle,L1,830
Meat,775,perishable goods,Refrigerated Van,N1,1580
Pigs,499,livestock,Mini Livestock Truck,N1,1380
Chickens,901,livestock,Mini Livestock Truck,N1,1800
Frozen Fish,744,perishable goods,Refrigerated Van,N1,1590
Rice,360,crops,Tricycle,L1,690
Leafy Greens,577,perishable goods,Refrigerated Van,N1,1370
Goats,808,livestock,Mini Livestock Truck,N1,1680
Vegetables,418,crops,Tricycle,L1,750
Fruits,680,crops,Tricycle,L1,930
Eggs,511,perishable goods,Refrigerated Van,N1,1250
Corn,922,crops,Multicab,N1,1750
Meat,345,perishable goods,Refrigerated Van,N1,1150
Pigs,605,livestock,Mini Livestock Truck,N1,1480
Chickens,718,livestock,Mini Livestock Truck,N1,1590
Frozen Fish,299,perishable goods,Refrigerated Van,N1,1180
Rice,485,crops,Tricycle,L1,790
Leafy Greens,900,perishable goods,Refrigerated Van,N1,1720
Goats,515,livestock,Mini Livestock Truck,N1,1390
Vegetables,188,crops,Tricycle,L1,470
Fruits,790,crops,Tricycle,L1,980
Eggs,644,perishable goods,Refrigerated Van,N1,1400
Corn,550,crops,Tricycle,L1,860
Meat,880,perishable goods,Refrigerated Van,N1,1710
Pigs,370,livestock,Mini Livestock Truck,N1,1250
Chickens,830,livestock,Mini Livestock Truck,N1,1720
Frozen Fish,551,perishable goods,Refrigerated Van,N1,1380
Rice,733,crops,Tricycle,L1,985
Leafy Greens,411,perishable goods,Refrigerated Van,N1,1200
Goats,966,livestock,Mini Livestock Truck,N1,1830
Vegetables,528,crops,Tricycle,L1,840
Fruits,202,crops,Tricycle,L1,510
Eggs,899,perishable goods,Refrigerated Van,N1,1700
Corn,711,crops,Tricycle,L1,960
Meat,258,perishable goods,Refrigerated Van,N1,1090
Pigs,618,livestock,Mini Livestock Truck,N1,1490
Chickens,477,livestock,Mini Livestock Truck,N1,1350
Frozen Fish,801,perishable goods,Refrigerated Van,N1,1650
Rice,311,crops,Tricycle,L1,630
Leafy Greens,699,perishable goods,Refrigerated Van,N1,1480
Goats,460,livestock,Mini Livestock Truck,N1,1350
Vegetables,677,crops,Tricycle,L1,940
Fruits,558,crops,Tricycle,L1,850
Eggs,288,perishable goods,Refrigerated Van,N1,1120
Corn,815,crops,Multicab,N1,1580
Meat,644,perishable goods,Refrigerated Van,N1,1430
Pigs,770,livestock,Mini Livestock Truck,N1,1650
Chickens,591,livestock,Mini Livestock Truck,N1,1450
Frozen Fish,920,perishable goods,Refrigerated Van,N1,1800
Rice,233,crops,Tricycle,L1,520
Leafy Greens,888,perishable goods,Refrigerated Van,N1,1700
Goats,499,livestock,Mini Livestock Truck,N1,1380
Vegetables,701,crops,Tricycle,L1,960
Fruits,311,crops,Tricycle,L1,650
Eggs,766,perishable goods,Refrigerated Van,N1,1550
Corn,885,crops,Multicab,N1,1650
Meat,481,perishable goods,Refrigerated Van,N1,1280
Pigs,812,livestock,Mini Livestock Truck,N1,1700
Chickens,415,livestock,Mini Livestock Truck,N1,1300
Frozen Fish,533,perishable goods,Refrigerated Van,N1,1390
Rice,552,crops,Tricycle,L1,840
Leafy Greens,855,perishable goods,Refrigerated Van,N1,1650
Goats,700,livestock,Mini Livestock Truck,N1,1560
Vegetables,322,crops,Tricycle,L1,660
Fruits,955,crops,Multicab,N1,1780
Eggs,444,perishable goods,Refrigerated Van,N1,1200
Corn,588,crops,Tricycle,L1,890
Meat,811,perishable goods,Refrigerated Van,N1,1620
Pigs,550,livestock,Mini Livestock Truck,N1,1420
Chickens,944,livestock,Mini Livestock Truck,N1,1850
Frozen Fish,799,perishable goods,Refrigerated Van,N1,1640
Rice,400,crops,Tricycle,L1,720
Leafy Greens,620,perishable goods,Refrigerated Van,N1,1400
Goats,888,livestock,Mini Livestock Truck,N1,1750
Vegetables,477,crops,Tricycle,L1,800
Fruits,722,crops,Tricycle,L1,970
Eggs,566,perishable goods,Refrigerated Van,N1,1300
Corn,977,crops,Multicab,N1,1800
Meat,399,perishable goods,Refrigerated Van,N1,1190
Pigs,660,livestock,Mini Livestock Truck,N1,1530
Chickens,777,livestock,Mini Livestock Truck,N1,1650
Frozen Fish,355,perishable goods,Refrigerated Van,N1,1250
Rice,522,crops,Tricycle,L1,830
Leafy Greens,944,perishable goods,Refrigerated Van,N1,1800
Goats,577,livestock,Mini Livestock Truck,N1,1450
Vegetables,218,crops,Tricycle,L1,500
Fruits,822,crops,Multicab,N1,1600
Eggs,700,perishable goods,Refrigerated Van,N1,1480
Corn,633,crops,Tricycle,L1,910
Meat,477,perishable goods,Refrigerated Van,N1,1260
Pigs,795,livestock,Mini Livestock Truck,N1,1680
Chickens,600,livestock,Mini Livestock Truck,N1,1480
Frozen Fish,977,perishable goods,Refrigerated Van,N1,1850
Rice,288,crops,Tricycle,L1,600
Leafy Greens,911,perishable goods,Refrigerated Van,N1,1740
Goats,533,livestock,Mini Livestock Truck,N1,1400
Vegetables,755,crops,Tricycle,L1,990
Fruits,366,crops,Tricycle,L1,690
Eggs,811,perishable goods,Refrigerated Van,N1,1600
Corn,911,crops,Multicab,N1,1700
Meat,518,perishable goods,Refrigerated Van,N1,1310
Pigs,855,livestock,Mini Livestock Truck,N1,1730
Chickens,455,livestock,Mini Livestock Truck,N1,1340
Frozen Fish,599,perishable goods,Refrigerated Van,N1,1450
Rice,588,crops,Tricycle,L1,880
Leafy Greens,899,perishable goods,Refrigerated Van,N1,1710
Goats,744,livestock,Mini Livestock Truck,N1,1600
Vegetables,388,crops,Tricycle,L1,710
Fruits,988,crops,Multicab,N1,1800
Eggs,499,perishable goods,Refrigerated Van,N1,1230
Corn,644,crops,Tricycle,L1,920
Meat,855,perishable goods,Refrigerated Van,N1,1680
Pigs,590,livestock,Mini Livestock Truck,N1,1460
Chickens,988,livestock,Mini Livestock Truck,N1,1890
Frozen Fish,833,perishable goods,Refrigerated Van,N1,1690
Rice,440,crops,Tricycle,L1,760
Leafy Greens,677,perishable goods,Refrigerated Van,N1,1450
Goats,922,livestock,Mini Livestock Truck,N1,1790
Vegetables,511,crops,Tricycle,L1,830
Fruits,777,crops,Tricycle,L1,990
Eggs,600,perishable goods,Refrigerated Van,N1,1350
Corn,999,crops,Multicab,N1,1850
Meat,444,perishable goods,Refrigerated Van,N1,1240
Pigs,700,livestock,Mini Livestock Truck,N1,1580
Chickens,811,livestock,Mini Livestock Truck,N1,1700
Frozen Fish,400,perishable goods,Refrigerated Van,N1,1280
Rice,611,crops,Tricycle,L1,900
Leafy Greens,966,perishable goods,Refrigerated Van,N1,1810
Goats,611,livestock,Mini Livestock Truck,N1,1480
Vegetables,255,crops,Tricycle,L1,580
Fruits,877,crops,Multicab,N1,1650
Eggs,755,perishable goods,Refrigerated Van,N1,1540
Corn,700,crops,Tricycle,L1,955
Meat,511,perishable goods,Refrigerated Van,N1,1300
Pigs,833,livestock,Mini Livestock Truck,N1,1710
Chickens,644,livestock,Mini Livestock Truck,N1,1520
Frozen Fish,999,perishable goods,Refrigerated Van,N1,1880
Rice,333,crops,Tricycle,L1,650
Leafy Greens,988,perishable goods,Refrigerated Van,N1,1830
Goats,677,livestock,Mini Livestock Truck,N1,1540
Vegetables,499,crops,Tricycle,L1,820
Fruits,811,crops,Multicab,N1,1580
Eggs,666,perishable goods,Refrigerated Van,N1,1420
Corn,755,crops,Tricycle,L1,980
Meat,577,perishable goods,Refrigerated Van,N1,1360
Pigs,911,livestock,Mini Livestock Truck,N1,1780
Chickens,499,livestock,Mini Livestock Truck,N1,1380
Frozen Fish,655,perishable goods,Refrigerated Van,N1,1500
Rice,600,crops,Tricycle,L1,890
Leafy Greens,999,perishable goods,Refrigerated Van,N1,1850
Goats,722,livestock,Mini Livestock Truck,N1,1580
Vegetables,366,crops,Tricycle,L1,690
Fruits,900,crops,Multicab,N1,1690
Eggs,800,perishable goods,Refrigerated Van,N1,1590
Corn,800,crops,Multicab,N1,1580
Meat,611,perishable goods,Refrigerated Van,N1,1400
Pigs,955,livestock,Mini Livestock Truck,N1,1820
Chickens,555,livestock,Mini Livestock Truck,N1,1430
Frozen Fish,711,perishable goods,Refrigerated Van,N1,1560
Rice,477,crops,Tricycle,L1,780
Leafy Greens,999,perishable goods,Refrigerated Van,N1,1850
Goats,788,livestock,Mini Livestock Truck,N1,1650
Vegetables,544,crops,Tricycle,L1,860
Fruits,855,crops,Multicab,N1,1630
Eggs,688,perishable goods,Refrigerated Van,N1,1450
Corn,844,crops,Multicab,N1,1610
Meat,677,perishable goods,Refrigerated Van,N1,1460
Pigs,988,livestock,Mini Livestock Truck,N1,1840
Chickens,611,livestock,Mini Livestock Truck,N1,1490
Frozen Fish,766,perishable goods,Refrigerated Van,N1,1610
Rice,511,crops,Tricycle,L1,820
Leafy Greens,999,perishable goods,Refrigerated Van,N1,1850
Goats,822,livestock,Mini Livestock Truck,N1,1690
Vegetables,599,crops,Tricycle,L1,890
Fruits,888,crops,Multicab,N1,1670
Eggs,733,perishable goods,Refrigerated Van,N1,1510
Corn,877,crops,Multicab,N1,1640
Meat,711,perishable goods,Refrigerated Van,N1,1500
Pigs,999,livestock,Mini Livestock Truck,N1,1850
Chickens,633,livestock,Mini Livestock Truck,N1,1510
Frozen Fish,800,perishable goods,Refrigerated Van,N1,1650
Rice,533,crops,Tricycle,L1,840
Leafy Greens,999,perishable goods,Refrigerated Van,N1,1850
Goats,855,livestock,Mini Livestock Truck,N1,1720
Vegetables,622,crops,Tricycle,L1,910
Fruits,911,crops,Multicab,N1,1700
Eggs,766,perishable goods,Refrigerated Van,N1,1550
Corn,888,crops,Multicab,N1,1660
Meat,733,perishable goods,Refrigerated Van,N1,1520
Pigs,999,livestock,Mini Livestock Truck,N1,1850
Chickens,655,livestock,Mini Livestock Truck,N1,1530
Frozen Fish,822,perishable goods,Refrigerated Van,N1,1680
Rice,555,crops,Tricycle,L1,860
Leafy Greens,999,perishable goods,Refrigerated Van,N1,1850
Goats,877,livestock,Mini Livestock Truck,N1,1740
Vegetables,644,crops,Tricycle,L1,930
Fruits,933,crops,Multicab,N1,1720
Eggs,788,perishable goods,Refrigerated Van,N1,1570
Corn,911,crops,Multicab,N1,1690
Meat,755,perishable goods,Refrigerated Van,N1,1540
Pigs,999,livestock,Mini Livestock Truck,N1,1850
Frozen Fish,1700,perishable goods,Refrigerated Van,N1,3000
Rice,7600,crops,Elf Truck,N2,10900
Chickens,16600,livestock,Heavy Livestock Trailer,N3,19965
Meat,11600,perishable goods,Refrigerated Truck,N2,11990
Pigs,8600,livestock,Heavy Livestock Trailer,N3,15600
Goats,9600,livestock,Livestock Truck,N2,11965
Fruits,1900,crops,Multicab,N1,3200
Chickens,1800,livestock,Mini Livestock Truck,N1,2300
Goats,3300,livestock,Mini Livestock Truck,N1,3500
Corn,9600,crops,Elf Truck,N2,11920
Meat,2900,perishable goods,Refrigerated Van,N1,3500
Rice,960,crops,Tricycle,L1,1260
Goats,8100,livestock,Livestock Truck,N2,11600
Leafy Greens,1500,perishable goods,Refrigerated Van,N1,2800
Eggs,1100,perishable goods,Refrigerated Van,N1,1900
Pigs,1100,livestock,Mini Livestock Truck,N1,2000
Meat,7100,perishable goods,Refrigerated Truck,N2,10400
Cows,14600,livestock,Heavy Livestock Trailer,N3,19600
Eggs,2200,perishable goods,Refrigerated Truck,N2,6000
Cows,1100,livestock,Mini Livestock Truck,N1,2100
Chickens,10600,livestock,Heavy Livestock Trailer,N3,17000
Fruits,1300,crops,Multicab,N1,2260
Pigs,2300,livestock,Mini Livestock Truck,N1,3400
Fruits,9100,crops,Elf Truck,N2,11860
Leafy Greens,2400,perishable goods,Refrigerated Van,N1,3500
Corn,7100,perishable goods,Refrigerated Truck,N2,10100
Cows,16100,livestock,Heavy Livestock Trailer,N3,19965
Rice,2100,crops,Multicab,N1,3400
Chickens,1900,livestock,Mini Livestock Truck,N1,2400
Goats,3100,livestock,Mini Livestock Truck,N1,3500
Rice,9100,crops,Elf Truck,N2,11920
Meat,2700,perishable goods,Refrigerated Van,N1,3500
Corn,2200,crops,Multicab,N1,3500
Eggs,8100,perishable goods,Refrigerated Truck,N2,11100
Leafy Greens,1060,crops,Tricycle,L1,1360
Meat,11100,perishable goods,Refrigerated Truck,N2,11986
Pigs,1100,livestock,Mini Livestock Truck,N1,2000
Frozen Fish,1800,perishable goods,Refrigerated Van,N1,3100
Rice,8100,crops,Elf Truck,N2,11200
Chickens,17100,livestock,Heavy Livestock Trailer,N3,19986
Meat,12100,perishable goods,Refrigerated Truck,N2,11996
Pigs,9100,livestock,Heavy Livestock Trailer,N3,16100
Goats,10100,livestock,Livestock Truck,N2,11986
Fruits,2000,crops,Multicab,N1,3300
Chickens,2000,livestock,Mini Livestock Truck,N1,2500
Goats,3300,livestock,Mini Livestock Truck,N1,3500
Corn,10100,crops,Elf Truck,N2,11965
Meat,3000,perishable goods,Refrigerated Van,N1,3500
Rice,1060,crops,Tricycle,L1,1360
Goats,8600,livestock,Livestock Truck,N2,11860
Leafy Greens,1600,perishable goods,Refrigerated Van,N1,2900
Eggs,1200,perishable goods,Refrigerated Van,N1,2000
Pigs,1200,livestock,Mini Livestock Truck,N1,2100
Meat,7600,perishable goods,Refrigerated Truck,N2,10900
Cows,15100,livestock,Heavy Livestock Trailer,N3,19860
Eggs,2300,perishable goods,Refrigerated Truck,N2,6200
Cows,1200,livestock,Mini Livestock Truck,N1,2200
Chickens,11100,livestock,Heavy Livestock Trailer,N3,17600
Fruits,1400,crops,Multicab,N1,2300
Pigs,2400,livestock,Mini Livestock Truck,N1,3500
Fruits,9600,crops,Elf Truck,N2,11910
Leafy Greens,2500,perishable goods,Refrigerated Van,N1,3500
Corn,7600,perishable goods,Refrigerated Truck,N2,10600
Cows,16600,livestock,Heavy Livestock Trailer,N3,19986
Rice,2200,crops,Multicab,N1,3500
Chickens,2000,livestock,Mini Livestock Truck,N1,2560
Goats,3100,livestock,Mini Livestock Truck,N1,3500
Rice,9600,crops,Elf Truck,N2,11965
Meat,2800,perishable goods,Refrigerated Van,N1,3500
Corn,2300,crops,Multicab,N1,3500
Eggs,8600,perishable goods,Refrigerated Truck,N2,11600
Leafy Greens,1160,crops,Tricycle,L1,1460
Meat,11600,perishable goods,Refrigerated Truck,N2,11990
Pigs,1200,livestock,Mini Livestock Truck,N1,2100
Frozen Fish,1900,perishable goods,Refrigerated Van,N1,3200
Rice,8600,crops,Elf Truck,N2,11500
Chickens,17600,livestock,Heavy Livestock Trailer,N3,19990
Meat,12600,perishable goods,Refrigerated Truck,N2,11998
Pigs,9600,livestock,Heavy Livestock Trailer,N3,16600
Goats,10600,livestock,Livestock Truck,N2,11990
Fruits,2100,crops,Multicab,N1,3400
Chickens,2100,livestock,Mini Livestock Truck,N1,2600
Goats,3400,livestock,Mini Livestock Truck,N1,3500
Corn,10600,crops,Elf Truck,N2,11980
Meat,3100,perishable goods,Refrigerated Van,N1,3500
Rice,1160,crops,Tricycle,L1,1460
Goats,9100,livestock,Livestock Truck,N2,11910
Leafy Greens,1700,perishable goods,Refrigerated Van,N1,3000
Eggs,1300,perishable goods,Refrigerated Van,N1,2100
Pigs,1300,livestock,Mini Livestock Truck,N1,2200
Meat,8100,perishable goods,Refrigerated Truck,N2,11300
Cows,15600,livestock,Heavy Livestock Trailer,N3,19910
Eggs,2400,perishable goods,Refrigerated Truck,N2,6500
Cows,1300,livestock,Mini Livestock Truck,N1,2300
Chickens,11600,livestock,Heavy Livestock Trailer,N3,18100
Fruits,1500,crops,Multicab,N1,2400
Pigs,2500,livestock,Mini Livestock Truck,N1,3500
Fruits,10100,crops,Elf Truck,N2,11965
Leafy Greens,2600,perishable goods,Refrigerated Van,N1,3500
Corn,8100,perishable goods,Refrigerated Truck,N2,11100
Cows,17100,livestock,Heavy Livestock Trailer,N3,19991
Rice,2300,crops,Multicab,N1,3500
Chickens,2300,livestock,Mini Livestock Truck,N1,2800
Goats,3200,livestock,Mini Livestock Truck,N1,3500
Rice,10100,crops,Elf Truck,N2,11986
Meat,2900,perishable goods,Refrigerated Van,N1,3500
Corn,2400,crops,Multicab,N1,3500
Eggs,9100,perishable goods,Refrigerated Truck,N2,11860
Leafy Greens,1260,crops,Tricycle,L1,1560
Meat,12100,perishable goods,Refrigerated Truck,N2,11996
Pigs,1300,livestock,Mini Livestock Truck,N1,2200
Frozen Fish,2000,perishable goods,Refrigerated Van,N1,3300
Rice,9100,crops,Elf Truck,N2,11860
Chickens,18100,livestock,Heavy Livestock Trailer,N3,19996
Meat,13100,perishable goods,Refrigerated Truck,N2,11999
Pigs,10100,livestock,Heavy Livestock Trailer,N3,17100
Goats,11100,livestock,Livestock Truck,N2,11996
Fruits,2200,crops,Multicab,N1,3500
Chickens,2400,livestock,Mini Livestock Truck,N1,2900
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,11100,crops,Elf Truck,N2,11991
Meat,3200,perishable goods,Refrigerated Van,N1,3500
Rice,1260,crops,Tricycle,L1,1560
Goats,9600,livestock,Livestock Truck,N2,11965
Leafy Greens,1800,perishable goods,Refrigerated Van,N1,3100
Eggs,1400,perishable goods,Refrigerated Van,N1,2200
Pigs,1400,livestock,Mini Livestock Truck,N1,2300
Meat,8600,perishable goods,Refrigerated Truck,N2,11600
Cows,16100,livestock,Heavy Livestock Trailer,N3,19965
Eggs,2500,perishable goods,Refrigerated Truck,N2,6800
Cows,1400,livestock,Mini Livestock Truck,N1,2400
Chickens,12100,livestock,Heavy Livestock Trailer,N3,18600
Fruits,1600,crops,Multicab,N1,2500
Pigs,2600,livestock,Mini Livestock Truck,N1,3500
Fruits,10600,crops,Elf Truck,N2,11986
Leafy Greens,2700,perishable goods,Refrigerated Van,N1,3500
Corn,8600,perishable goods,Refrigerated Truck,N2,11600
Cows,17600,livestock,Heavy Livestock Trailer,N3,19996
Rice,2400,crops,Multicab,N1,3500
Chickens,2400,livestock,Mini Livestock Truck,N1,2900
Goats,3300,livestock,Mini Livestock Truck,N1,3500
Rice,10600,crops,Elf Truck,N2,11991
Meat,3000,perishable goods,Refrigerated Van,N1,3500
Corn,2500,crops,Multicab,N1,3500
Eggs,9600,perishable goods,Refrigerated Truck,N2,11910
Leafy Greens,1360,crops,Tricycle,L1,1660
Meat,12600,perishable goods,Refrigerated Truck,N2,11998
Pigs,1400,livestock,Mini Livestock Truck,N1,2300
Frozen Fish,2100,perishable goods,Refrigerated Van,N1,3400
Rice,9600,crops,Elf Truck,N2,11910
Chickens,18600,livestock,Heavy Livestock Trailer,N3,19998
Meat,13600,perishable goods,Refrigerated Truck,N2,11999
Pigs,10600,livestock,Heavy Livestock Trailer,N3,17600
Goats,11600,livestock,Livestock Truck,N2,11998
Fruits,2300,crops,Multicab,N1,3500
Chickens,2500,livestock,Mini Livestock Truck,N1,3000
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,11600,crops,Elf Truck,N2,11996
Meat,3300,perishable goods,Refrigerated Van,N1,3500
Rice,1360,crops,Tricycle,L1,1660
Goats,10100,livestock,Livestock Truck,N2,11986
Leafy Greens,1900,perishable goods,Refrigerated Van,N1,3200
Eggs,1500,perishable goods,Refrigerated Van,N1,2300
Pigs,1500,livestock,Mini Livestock Truck,N1,2400
Meat,9100,perishable goods,Refrigerated Truck,N2,11860
Cows,16600,livestock,Heavy Livestock Trailer,N3,19986
Eggs,2600,perishable goods,Refrigerated Truck,N2,7000
Cows,1500,livestock,Mini Livestock Truck,N1,2500
Chickens,12600,livestock,Heavy Livestock Trailer,N3,19100
Fruits,1700,crops,Multicab,N1,2600
Pigs,2700,livestock,Mini Livestock Truck,N1,3500
Fruits,11100,crops,Elf Truck,N2,11991
Leafy Greens,2800,perishable goods,Refrigerated Van,N1,3500
Corn,9100,perishable goods,Refrigerated Truck,N2,11860
Cows,18100,livestock,Heavy Livestock Trailer,N3,19998
Rice,2500,crops,Multicab,N1,3500
Chickens,2600,livestock,Mini Livestock Truck,N1,3100
Goats,3400,livestock,Mini Livestock Truck,N1,3500
Rice,11100,crops,Elf Truck,N2,11996
Meat,3100,perishable goods,Refrigerated Van,N1,3500
Corn,2600,crops,Multicab,N1,3500
Eggs,10100,perishable goods,Refrigerated Truck,N2,11965
Leafy Greens,1460,crops,Tricycle,L1,1760
Meat,13100,perishable goods,Refrigerated Truck,N2,11999
Pigs,1500,livestock,Mini Livestock Truck,N1,2400
Frozen Fish,2200,perishable goods,Refrigerated Van,N1,3500
Rice,10100,crops,Elf Truck,N2,11965
Chickens,19100,livestock,Heavy Livestock Trailer,N3,19999
Meat,14100,perishable goods,Refrigerated Truck,N2,11999
Pigs,11100,livestock,Heavy Livestock Trailer,N3,18100
Goats,12100,livestock,Livestock Truck,N2,11999
Fruits,2400,crops,Multicab,N1,3500
Chickens,2700,livestock,Mini Livestock Truck,N1,3200
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Corn,12100,crops,Elf Truck,N2,11999
Meat,3400,perishable goods,Refrigerated Van,N1,3500
Rice,1460,crops,Tricycle,L1,1760
Goats,10600,livestock,Livestock Truck,N2,11991
Leafy Greens,2000,perishable goods,Refrigerated Van,N1,3300
Eggs,1600,perishable goods,Refrigerated Van,N1,2400
Pigs,1600,livestock,Mini Livestock Truck,N1,2500
Meat,9600,perishable goods,Refrigerated Truck,N2,11910
Cows,17100,livestock,Heavy Livestock Trailer,N3,19991
Eggs,2700,perishable goods,Refrigerated Truck,N2,7200
Cows,1600,livestock,Mini Livestock Truck,N1,2600
Chickens,13100,livestock,Heavy Livestock Trailer,N3,19600
Fruits,1800,crops,Multicab,N1,2700
Pigs,2800,livestock,Mini Livestock Truck,N1,3500
Fruits,11600,crops,Elf Truck,N2,11996
Leafy Greens,2900,perishable goods,Refrigerated Van,N1,3500
Corn,9600,perishable goods,Refrigerated Truck,N2,11910
Cows,18600,livestock,Heavy Livestock Trailer,N3,19999
Rice,2600,crops,Multicab,N1,3500
Chickens,2800,livestock,Mini Livestock Truck,N1,3300
Goats,3500,livestock,Mini Livestock Truck,N1,3500
Rice,11600,crops,Elf Truck,N2,11998
Meat,3200,perishable goods,Refrigerated Van,N1,3500
Corn,2700,crops,Multicab,N1,3500
Eggs,10600,perishable goods,Refrigerated Truck,N2,11986
Leafy Greens,1560,crops,Tricycle,L1,1860
Meat,13600,perishable goods,Refrigerated Truck,N2,11999
Pigs,1600,livestock,Mini Livestock Truck,N1,2500
Frozen Fish,2300,perishable goods,Refrigerated Van,N1,3500
Rice,10600,crops,Elf Truck,N2,11986
Chickens,19600,livestock,Heavy Livestock Trailer,N3,19999
Meat,14600,perishable goods,Refrigerated Truck,N2,11999
Pigs,11600,livestock,Heavy Livestock Trailer,N3,18600
Goats,12600,livestock,Livestock Truck,N2,11999
Fruits,2500,crops,Multicab,N1,3500
Chickens,2900,livestock,Mini Livestock Truck,N1,3400
Goats,3500,livestock,Mini Livestock Truck,N1,3500
