Product Type,Product Weight (kg),Purpose,Vehicle Type,Vehicle Category,maxWeightCapacity
Fruits,6842,perishable crops,Refrigerated Truck,N2,10990
Frozen Fish,4675,perishable crops,Refrigerated Truck,N2,10561
Leafy Greens,5110,crops,Elf Truck,N2,4576
Pigs,7114,crops,Elf Truck,N2,5157
Rice,17542,livestock,Heavy Livestock Trailer,N3,14525
Corn,16991,crops,Container Truck,N3,19395
Meat,2969,perishable crops,Refrigerated Van,N1,1706
Chickens,14540,crops,10-Wheeler Truck,N3,14473
Leafy Greens,8445,livestock,Livestock Truck,N2,9430
Eggs,9856,perishable crops,Refrigerated Truck,N2,10790
Corn,14048,livestock,Heavy Livestock Trailer,N3,14207
Eggs,3306,crops,Delivery Van,N1,2697
Meat,8206,livestock,Livestock Truck,N2,10405
Fruits,329,crops,Motorcycle with Sidecar,L,553
Pigs,16539,crops,10-Wheeler Truck,N3,13759
Chickens,2600,crops,Multicab,N1,1444
Goats,3903,perishable crops,Refrigerated Truck,N2,10918
Pigs,15171,livestock,Heavy Livestock Trailer,N3,16991
Rice,16751,livestock,Heavy Livestock Trailer,N3,15146
Vegetables,7252,livestock,Livestock Truck,N2,9829
Cows,575,crops,Tricycle,L,425
Fruits,986,livestock,Mini Livestock Truck,N1,1884
Pigs,16432,crops,Container Truck,N3,16183
Goats,8229,crops,Elf Truck,N2,5308
Leafy Greens,6578,crops,Elf Truck,N2,7057
Cows,13495,crops,Container Truck,N3,17104
Rice,5784,livestock,Livestock Truck,N2,5143
Chickens,193,crops,Tricycle,L,459
Frozen Fish,1950,crops,Pickup Truck,N1,1689
Frozen Fish,14566,crops,Container Truck,N3,19601
Eggs,11041,perishable crops,Refrigerated Truck,N2,11643
Pigs,3234,crops,Pickup Truck,N1,1213
Cows,9051,livestock,Livestock Truck,N2,7704
Cows,6932,crops,Elf Truck,N2,5020
Vegetables,109,crops,Tricycle,L,251
Vegetables,15629,crops,10-Wheeler Truck,N3,14503
Cows,2459,perishable crops,Refrigerated Van,N1,2458
Fruits,7948,crops,Elf Truck,N2,6486
Cows,11579,perishable crops,Refrigerated Truck,N2,8364
Goats,10907,crops,Elf Truck,N2,4652
Cows,11415,crops,Elf Truck,N2,6717
Pigs,1271,crops,Open Truck,N1,2203
Vegetables,14305,crops,10-Wheeler Truck,N3,14288
Pigs,13243,crops,10-Wheeler Truck,N3,14786
Goats,16873,crops,Container Truck,N3,18210
Goats,6982,perishable crops,Refrigerated Truck,N2,6532
Cows,15226,livestock,Heavy Livestock Trailer,N3,14980
Corn,6394,crops,Elf Truck,N2,5324
Meat,6935,crops,Elf Truck,N2,7040
Corn,1117,perishable crops,Refrigerated Van,N1,2718
Chickens,4238,livestock,Livestock Truck,N2,6356
Eggs,7596,crops,Elf Truck,N2,6075
Corn,3615,livestock,Livestock Truck,N2,10142
Goats,3587,crops,Elf Truck,N2,5158
Leafy Greens,11000,livestock,Livestock Truck,N2,5185
Pigs,15551,crops,Container Truck,N3,19980
Chickens,14600,livestock,Heavy Livestock Trailer,N3,14094
Rice,5955,perishable crops,Refrigerated Truck,N2,7650
Frozen Fish,4678,perishable crops,Refrigerated Truck,N2,9635
Chickens,6898,crops,Elf Truck,N2,5925
Fruits,14917,livestock,Heavy Livestock Trailer,N3,15880
Leafy Greens,1275,crops,Multicab,N1,892
Corn,13349,livestock,Heavy Livestock Trailer,N3,15798
Pigs,14364,crops,10-Wheeler Truck,N3,14413
Chickens,16277,crops,10-Wheeler Truck,N3,14275
Meat,5414,crops,Elf Truck,N2,6740
Cows,7474,perishable crops,Refrigerated Truck,N2,6085
Pigs,2728,crops,Delivery Van,N1,1889
Meat,12009,crops,10-Wheeler Truck,N3,14397
Vegetables,3225,crops,Open Truck,N1,1757
Cows,9239,crops,Elf Truck,N2,6173
Eggs,8093,crops,Elf Truck,N2,5401
Eggs,1045,crops,Open Truck,N1,1746
Leafy Greens,7687,crops,Elf Truck,N2,6259
Corn,10109,perishable crops,Refrigerated Truck,N2,6127
Chickens,5086,crops,Elf Truck,N2,4327
Frozen Fish,115,crops,Tricycle,L,380
Pigs,2608,crops,Pickup Truck,N1,1851
Frozen Fish,9366,livestock,Livestock Truck,N2,6258
Cows,7593,crops,Elf Truck,N2,7654
Corn,16278,crops,10-Wheeler Truck,N3,13041
Frozen Fish,17187,crops,Container Truck,N3,15636
Leafy Greens,15678,crops,Container Truck,N3,18627
Eggs,11233,crops,Elf Truck,N2,6101
Cows,4642,livestock,Livestock Truck,N2,5510
Eggs,16722,crops,10-Wheeler Truck,N3,14069
Leafy Greens,3503,perishable crops,Refrigerated Truck,N2,6808
Corn,1706,livestock,Mini Livestock Truck,N1,2662
Rice,14184,crops,10-Wheeler Truck,N3,13614
Vegetables,13417,crops,Container Truck,N3,18283
Meat,7020,livestock,Livestock Truck,N2,6423
Rice,13244,crops,Container Truck,N3,17265
Goats,2914,crops,Open Truck,N1,1951
Corn,11453,crops,Elf Truck,N2,6611
Meat,15173,crops,10-Wheeler Truck,N3,14773
Rice,355,crops,Tricycle,L,544
Leafy Greens,6288,crops,Elf Truck,N2,5442
Leafy Greens,15500,crops,Container Truck,N3,19173
Leafy Greens,4671,perishable crops,Refrigerated Truck,N2,9219
Eggs,1803,crops,Open Truck,N1,1800
Frozen Fish,9929,crops,Elf Truck,N2,4872
Leafy Greens,2101,crops,Pickup Truck,N1,1436
Chickens,1673,crops,Pickup Truck,N1,1068
Corn,10896,crops,Elf Truck,N2,5205
Eggs,9131,perishable crops,Refrigerated Truck,N2,8053
Chickens,15419,crops,Container Truck,N3,19635
Cows,2526,crops,Delivery Van,N1,1954
Chickens,4376,livestock,Livestock Truck,N2,5954
Vegetables,9901,perishable crops,Refrigerated Truck,N2,8820
Cows,2160,crops,Delivery Van,N1,1315
Eggs,4093,crops,Elf Truck,N2,7970
Rice,17144,livestock,Heavy Livestock Trailer,N3,14955
Pigs,7744,perishable crops,Refrigerated Truck,N2,11988
Corn,16311,crops,Container Truck,N3,16052
Meat,2731,livestock,Mini Livestock Truck,N1,3196
Rice,12866,crops,Container Truck,N3,15442
Leafy Greens,15871,crops,10-Wheeler Truck,N3,14976
Eggs,14349,crops,10-Wheeler Truck,N3,14781
Vegetables,3846,perishable crops,Refrigerated Truck,N2,11774
Fruits,4670,perishable crops,Refrigerated Truck,N2,8412
Vegetables,1757,crops,Multicab,N1,1265
Eggs,2377,perishable crops,Refrigerated Van,N1,2770
Leafy Greens,10337,crops,Elf Truck,N2,5797
Pigs,12758,crops,Container Truck,N3,16593
Cows,12514,crops,Container Truck,N3,15039
Fruits,11013,crops,Elf Truck,N2,6961
Chickens,14696,crops,10-Wheeler Truck,N3,13680
Eggs,5565,perishable crops,Refrigerated Truck,N2,9380
Rice,15627,crops,10-Wheeler Truck,N3,14900
Cows,328,crops,Motorcycle with Sidecar,L,476
Rice,2789,crops,Open Truck,N1,2592
Goats,5392,crops,Elf Truck,N2,7300
Vegetables,6436,crops,Elf Truck,N2,6821
Leafy Greens,235,crops,Tricycle,L,444
Vegetables,5003,crops,Elf Truck,N2,5458
Leafy Greens,4816,crops,Elf Truck,N2,4716
Cows,9212,crops,Elf Truck,N2,6094
Vegetables,3952,crops,Elf Truck,N2,7418
Rice,16935,crops,Container Truck,N3,17203
Pigs,14991,crops,Container Truck,N3,18583
Vegetables,6631,livestock,Livestock Truck,N2,7815
Frozen Fish,7445,crops,Elf Truck,N2,4935
Rice,8510,perishable crops,Refrigerated Truck,N2,10603
Goats,10663,crops,Elf Truck,N2,4930
Chickens,12211,crops,10-Wheeler Truck,N3,14949
Chickens,9362,livestock,Livestock Truck,N2,10561
Chickens,13919,crops,Container Truck,N3,15170
Vegetables,11714,perishable crops,Refrigerated Truck,N2,11028
Vegetables,6678,perishable crops,Refrigerated Truck,N2,7926
Cows,3472,crops,Open Truck,N1,1811
Cows,10453,perishable crops,Refrigerated Truck,N2,6852
Corn,2003,perishable crops,Refrigerated Van,N1,2394
Meat,16072,crops,Container Truck,N3,19216
Cows,6718,livestock,Livestock Truck,N2,10848
Fruits,5521,crops,Elf Truck,N2,5383
Rice,214,crops,Tricycle,L,518
Cows,4802,livestock,Livestock Truck,N2,11154
Corn,4539,crops,Elf Truck,N2,6852
Rice,13400,crops,10-Wheeler Truck,N3,14873
Cows,9896,perishable crops,Refrigerated Truck,N2,9361
Leafy Greens,9714,perishable crops,Refrigerated Truck,N2,8589
Frozen Fish,16328,crops,Container Truck,N3,17667
Goats,17369,crops,10-Wheeler Truck,N3,13362
Pigs,16076,crops,Container Truck,N3,15598
Cows,1889,livestock,Mini Livestock Truck,N1,2359
Rice,15859,crops,Container Truck,N3,18874
Corn,11256,crops,Elf Truck,N2,5295
Chickens,6885,perishable crops,Refrigerated Truck,N2,10189
Vegetables,16076,crops,Container Truck,N3,15826
Rice,7709,livestock,Livestock Truck,N2,6678
Chickens,5837,crops,Elf Truck,N2,4403
Leafy Greens,2811,livestock,Mini Livestock Truck,N1,3157
Leafy Greens,9058,livestock,Livestock Truck,N2,10788
Corn,12214,crops,Container Truck,N3,18439
Fruits,980,crops,Pickup Truck,N1,1833
Rice,2681,crops,Delivery Van,N1,2253
Pigs,15500,livestock,Heavy Livestock Trailer,N3,17408
Goats,2843,livestock,Mini Livestock Truck,N1,1817
Frozen Fish,3039,livestock,Mini Livestock Truck,N1,1768
Corn,14108,livestock,Heavy Livestock Trailer,N3,14472
Meat,3508,perishable crops,Refrigerated Truck,N2,9770
Fruits,12109,livestock,Heavy Livestock Trailer,N3,14336
Meat,10492,perishable crops,Refrigerated Truck,N2,6685
Vegetables,15555,livestock,Heavy Livestock Trailer,N3,15232
Rice,9294,crops,Elf Truck,N2,5856
Pigs,14716,crops,10-Wheeler Truck,N3,13280
Eggs,2783,livestock,Mini Livestock Truck,N1,1061
Corn,17653,crops,10-Wheeler Truck,N3,13916
Vegetables,17538,crops,10-Wheeler Truck,N3,14431
Rice,12585,crops,Container Truck,N3,18284
Chickens,16775,livestock,Heavy Livestock Trailer,N3,14500
Rice,11958,livestock,Livestock Truck,N2,11605
Rice,9114,perishable crops,Refrigerated Truck,N2,9525
Cows,13609,livestock,Heavy Livestock Trailer,N3,16997
Meat,5880,crops,Elf Truck,N2,6380
Frozen Fish,7326,livestock,Livestock Truck,N2,11127
Chickens,4832,crops,Elf Truck,N2,7293
Leafy Greens,2323,crops,Open Truck,N1,2890
Eggs,7630,livestock,Livestock Truck,N2,6161
Eggs,4457,livestock,Livestock Truck,N2,6194
Fruits,17399,crops,Container Truck,N3,16791
Corn,4986,livestock,Livestock Truck,N2,8045
Pigs,13870,crops,10-Wheeler Truck,N3,13948
Leafy Greens,5814,crops,Elf Truck,N2,4868
Pigs,1652,crops,Pickup Truck,N1,1930
Leafy Greens,3132,perishable crops,Refrigerated Van,N1,2826
Pigs,12914,crops,10-Wheeler Truck,N3,13501
Fruits,6759,perishable crops,Refrigerated Truck,N2,8248
Rice,2977,crops,Delivery Van,N1,2352
Chickens,17838,livestock,Heavy Livestock Trailer,N3,14714
Leafy Greens,523,crops,Tricycle,L,366
Pigs,16411,crops,Container Truck,N3,18238
Rice,15973,crops,Container Truck,N3,18593
Fruits,4884,perishable crops,Refrigerated Truck,N2,9736
Cows,7399,crops,Elf Truck,N2,4233
Corn,14176,livestock,Heavy Livestock Trailer,N3,17986
Corn,7412,crops,Elf Truck,N2,7730
Vegetables,8871,livestock,Livestock Truck,N2,11455
Chickens,2674,crops,Pickup Truck,N1,1054
Eggs,9730,perishable crops,Refrigerated Truck,N2,10388
Fruits,3087,crops,Pickup Truck,N1,1469
Chickens,9370,livestock,Livestock Truck,N2,9082
Pigs,12800,crops,Container Truck,N3,17249
Corn,15326,crops,10-Wheeler Truck,N3,14700
Pigs,6105,livestock,Livestock Truck,N2,5748
Frozen Fish,5151,crops,Elf Truck,N2,5398
Vegetables,2367,crops,Delivery Van,N1,2203
Fruits,7102,livestock,Livestock Truck,N2,8630
Frozen Fish,11388,livestock,Livestock Truck,N2,6625
Vegetables,6909,crops,Elf Truck,N2,4936
Pigs,9991,livestock,Livestock Truck,N2,9471
Fruits,6493,livestock,Livestock Truck,N2,11063
Goats,9282,livestock,Livestock Truck,N2,10270
Cows,3854,livestock,Livestock Truck,N2,9665
Goats,13276,crops,Container Truck,N3,18305
Cows,9854,perishable crops,Refrigerated Truck,N2,10336
Leafy Greens,11534,crops,Elf Truck,N2,6421
Leafy Greens,6310,crops,Elf Truck,N2,6092
Rice,14064,crops,10-Wheeler Truck,N3,14707
Fruits,5162,perishable crops,Refrigerated Truck,N2,7120
Corn,1239,livestock,Mini Livestock Truck,N1,1305
Pigs,16283,crops,Container Truck,N3,17754
Pigs,4147,crops,Elf Truck,N2,6320
Leafy Greens,8530,livestock,Livestock Truck,N2,6768
Corn,12726,crops,Container Truck,N3,17918
Chickens,9549,perishable crops,Refrigerated Truck,N2,11016
Leafy Greens,8832,livestock,Livestock Truck,N2,8921
Meat,12005,livestock,Heavy Livestock Trailer,N3,16094
Chickens,17865,crops,Container Truck,N3,19471
Frozen Fish,10152,crops,Elf Truck,N2,7229
Corn,1575,livestock,Mini Livestock Truck,N1,2057
Leafy Greens,1641,perishable crops,Refrigerated Van,N1,2666
Goats,11649,perishable crops,Refrigerated Truck,N2,7980
Cows,15776,crops,Container Truck,N3,19011
Frozen Fish,7952,perishable crops,Refrigerated Truck,N2,6184
Rice,483,crops,Tricycle,L,442
Chickens,8520,livestock,Livestock Truck,N2,7828
Vegetables,16964,crops,10-Wheeler Truck,N3,14521
Cows,16018,crops,Container Truck,N3,19109
Leafy Greens,9498,livestock,Livestock Truck,N2,11618
Corn,16668,livestock,Heavy Livestock Trailer,N3,15224
Rice,15203,crops,Container Truck,N3,15110
Frozen Fish,8820,crops,Elf Truck,N2,4656
Vegetables,8468,perishable crops,Refrigerated Truck,N2,9506
Fruits,2720,crops,Open Truck,N1,2601
Corn,15906,crops,10-Wheeler Truck,N3,14309
Vegetables,15302,crops,10-Wheeler Truck,N3,14892
Frozen Fish,3463,crops,Delivery Van,N1,1386
Vegetables,991,perishable crops,Refrigerated Van,N1,1527
Pigs,3047,crops,Pickup Truck,N1,1186
Leafy Greens,2537,livestock,Mini Livestock Truck,N1,1831
Frozen Fish,167,crops,Motorcycle with Sidecar,L,598
Vegetables,13461,crops,Container Truck,N3,17138
Chickens,11573,livestock,Livestock Truck,N2,6253
Goats,479,crops,Motorcycle with Sidecar,L,539
Frozen Fish,13517,crops,10-Wheeler Truck,N3,13233
Frozen Fish,11720,crops,Elf Truck,N2,6075
Frozen Fish,6410,perishable crops,Refrigerated Truck,N2,7205
Fruits,2645,perishable crops,Refrigerated Van,N1,2166
Chickens,8632,crops,Elf Truck,N2,5984
Meat,13289,crops,10-Wheeler Truck,N3,13331
Pigs,1320,crops,Open Truck,N1,1709
Rice,7096,livestock,Livestock Truck,N2,7309
Pigs,2504,perishable crops,Refrigerated Van,N1,1856
Leafy Greens,12210,livestock,Heavy Livestock Trailer,N3,17359
Cows,4857,livestock,Livestock Truck,N2,8612
Eggs,3533,livestock,Livestock Truck,N2,5330
Chickens,10101,crops,Elf Truck,N2,5391
Goats,11204,crops,Elf Truck,N2,6722
Eggs,2863,perishable crops,Refrigerated Van,N1,2108
Goats,9642,livestock,Livestock Truck,N2,5957
Cows,3166,perishable crops,Refrigerated Van,N1,1806
Corn,11481,livestock,Livestock Truck,N2,6630
Frozen Fish,5291,livestock,Livestock Truck,N2,9555
Goats,14109,livestock,Heavy Livestock Trailer,N3,17174
Pigs,16525,crops,10-Wheeler Truck,N3,13096
Corn,8977,perishable crops,Refrigerated Truck,N2,11511
Goats,6879,crops,Elf Truck,N2,4485
Pigs,5063,perishable crops,Refrigerated Truck,N2,10980
Rice,5759,crops,Elf Truck,N2,5365
Rice,4594,crops,Elf Truck,N2,4925
Vegetables,8271,crops,Elf Truck,N2,5645
Meat,11104,livestock,Livestock Truck,N2,10615
Meat,16504,crops,10-Wheeler Truck,N3,13975
Fruits,9456,crops,Elf Truck,N2,6841
Pigs,6895,livestock,Livestock Truck,N2,9435
Meat,492,crops,Motorcycle with Sidecar,L,600
Eggs,7360,crops,Elf Truck,N2,5478
Goats,5155,crops,Elf Truck,N2,4106
Meat,2548,perishable crops,Refrigerated Van,N1,2950
Pigs,12104,crops,10-Wheeler Truck,N3,14773
Fruits,5134,perishable crops,Refrigerated Truck,N2,8016
Leafy Greens,2028,crops,Open Truck,N1,1513
Leafy Greens,15035,livestock,Heavy Livestock Trailer,N3,14128
Pigs,2603,crops,Delivery Van,N1,2048
Eggs,17088,livestock,Heavy Livestock Trailer,N3,17058
Eggs,2512,crops,Delivery Van,N1,1883
Leafy Greens,175,crops,Motorcycle with Sidecar,L,322
Leafy Greens,13653,crops,Container Truck,N3,16479
Pigs,10835,livestock,Livestock Truck,N2,8649
Cows,9168,perishable crops,Refrigerated Truck,N2,10191
Chickens,15195,livestock,Heavy Livestock Trailer,N3,17014
Chickens,1016,crops,Multicab,N1,761
Cows,14867,livestock,Heavy Livestock Trailer,N3,15158
Meat,3912,perishable crops,Refrigerated Truck,N2,9854
Vegetables,7267,livestock,Livestock Truck,N2,8483
Pigs,4266,crops,Elf Truck,N2,4141
Eggs,6778,perishable crops,Refrigerated Truck,N2,6891
Rice,4114,perishable crops,Refrigerated Truck,N2,6323
Frozen Fish,14834,crops,10-Wheeler Truck,N3,13568
Leafy Greens,9700,livestock,Livestock Truck,N2,5714
Pigs,419,crops,Tricycle,L,251
Fruits,6903,crops,Elf Truck,N2,7987
Meat,17371,crops,10-Wheeler Truck,N3,14465
Frozen Fish,5374,crops,Elf Truck,N2,5156
Fruits,16151,crops,Container Truck,N3,17276
Vegetables,7577,perishable crops,Refrigerated Truck,N2,10552
Chickens,4986,crops,Elf Truck,N2,7159
Rice,2417,crops,Delivery Van,N1,2692
Fruits,4547,livestock,Livestock Truck,N2,9793
Pigs,17953,crops,10-Wheeler Truck,N3,13587
Pigs,468,crops,Motorcycle with Sidecar,L,488
Vegetables,9630,crops,Elf Truck,N2,5589
Rice,8373,perishable crops,Refrigerated Truck,N2,6886
Meat,13997,livestock,Heavy Livestock Trailer,N3,15355
Frozen Fish,2957,perishable crops,Refrigerated Van,N1,2238
Fruits,5272,livestock,Livestock Truck,N2,7480
Meat,16800,livestock,Heavy Livestock Trailer,N3,16978
Cows,13077,crops,Container Truck,N3,19599
Eggs,13279,livestock,Heavy Livestock Trailer,N3,17095
Fruits,13603,crops,10-Wheeler Truck,N3,13418
Rice,6210,perishable crops,Refrigerated Truck,N2,7907
Meat,3557,livestock,Livestock Truck,N2,7486
Chickens,11215,perishable crops,Refrigerated Truck,N2,9265
Fruits,10311,perishable crops,Refrigerated Truck,N2,8577
Frozen Fish,12182,livestock,Heavy Livestock Trailer,N3,16260
Leafy Greens,9121,crops,Elf Truck,N2,6555
Goats,8892,livestock,Livestock Truck,N2,7306
Chickens,4907,perishable crops,Refrigerated Truck,N2,9181
Pigs,11112,perishable crops,Refrigerated Truck,N2,8750
Corn,980,crops,Delivery Van,N1,2602
Chickens,5027,livestock,Livestock Truck,N2,8247
Fruits,17156,crops,Container Truck,N3,18483
Fruits,10085,crops,Elf Truck,N2,6434
Corn,15123,crops,Container Truck,N3,15944
Fruits,8525,perishable crops,Refrigerated Truck,N2,11446
Cows,9502,perishable crops,Refrigerated Truck,N2,7937
Pigs,14334,crops,Container Truck,N3,17340
Leafy Greens,15134,crops,10-Wheeler Truck,N3,13455
Chickens,5617,livestock,Livestock Truck,N2,9236
Rice,17710,crops,10-Wheeler Truck,N3,14102
Cows,4129,crops,Elf Truck,N2,5112
Vegetables,10486,crops,Elf Truck,N2,7627
Pigs,13024,crops,10-Wheeler Truck,N3,14671
Cows,17660,livestock,Heavy Livestock Trailer,N3,14804
Chickens,6553,perishable crops,Refrigerated Truck,N2,9716
Meat,2692,crops,Pickup Truck,N1,1621
Chickens,6257,crops,Elf Truck,N2,5894
Pigs,11876,livestock,Livestock Truck,N2,8850
Cows,16263,crops,10-Wheeler Truck,N3,14416
Frozen Fish,925,crops,Pickup Truck,N1,1392
Pigs,10444,livestock,Livestock Truck,N2,9379
Meat,14466,crops,Container Truck,N3,19026
Leafy Greens,11396,crops,Elf Truck,N2,4661
Fruits,12784,crops,10-Wheeler Truck,N3,13296
Leafy Greens,17647,crops,10-Wheeler Truck,N3,14549
Fruits,11699,crops,Elf Truck,N2,4893
Eggs,14136,crops,Container Truck,N3,16350
Cows,9425,perishable crops,Refrigerated Truck,N2,8255
Meat,8424,perishable crops,Refrigerated Truck,N2,9897
Vegetables,14032,crops,10-Wheeler Truck,N3,13359
Fruits,6288,livestock,Livestock Truck,N2,9539
Meat,2183,livestock,Mini Livestock Truck,N1,1836
Pigs,8506,perishable crops,Refrigerated Truck,N2,10491
Cows,11733,perishable crops,Refrigerated Truck,N2,9938
Corn,1756,crops,Delivery Van,N1,2678
Frozen Fish,3912,livestock,Livestock Truck,N2,5792
Rice,9601,livestock,Livestock Truck,N2,9924
Rice,4457,crops,Elf Truck,N2,5371
Frozen Fish,10357,crops,Elf Truck,N2,4279
Goats,3618,livestock,Livestock Truck,N2,5953
Chickens,11851,perishable crops,Refrigerated Truck,N2,7864
Leafy Greens,11116,crops,Elf Truck,N2,5172
Fruits,11845,perishable crops,Refrigerated Truck,N2,8915
Leafy Greens,10892,perishable crops,Refrigerated Truck,N2,9249
Frozen Fish,8888,crops,Elf Truck,N2,6279
Pigs,1222,crops,Multicab,N1,893
Fruits,4457,perishable crops,Refrigerated Truck,N2,8436
Frozen Fish,17333,crops,10-Wheeler Truck,N3,13653
Eggs,16972,crops,Container Truck,N3,16030
Eggs,7484,perishable crops,Refrigerated Truck,N2,8144
Chickens,1040,crops,Multicab,N1,754
Cows,12142,livestock,Heavy Livestock Trailer,N3,14570
Vegetables,1250,crops,Open Truck,N1,2899
Rice,6255,crops,Elf Truck,N2,4899
Rice,196,crops,Motorcycle with Sidecar,L,392
Eggs,6049,perishable crops,Refrigerated Truck,N2,10027
Chickens,570,crops,Tricycle,L,513
Frozen Fish,10823,crops,Elf Truck,N2,6331
Cows,16207,crops,10-Wheeler Truck,N3,14001
Meat,8501,livestock,Livestock Truck,N2,10075
Eggs,14149,crops,Container Truck,N3,15825
Frozen Fish,8621,crops,Elf Truck,N2,5172
Meat,4212,livestock,Livestock Truck,N2,9145
Cows,3869,livestock,Livestock Truck,N2,7264
Leafy Greens,13987,crops,10-Wheeler Truck,N3,14124
Meat,14057,crops,Container Truck,N3,15790
Leafy Greens,13708,crops,Container Truck,N3,18573
Fruits,10733,livestock,Livestock Truck,N2,5104
Rice,4520,perishable crops,Refrigerated Truck,N2,9444
Fruits,14693,livestock,Heavy Livestock Trailer,N3,17439
Frozen Fish,12409,crops,Container Truck,N3,17243
Eggs,14989,crops,10-Wheeler Truck,N3,13117
Chickens,1308,crops,Open Truck,N1,2976
Rice,8287,livestock,Livestock Truck,N2,7155
Eggs,15386,livestock,Heavy Livestock Trailer,N3,15461
Vegetables,14552,crops,Container Truck,N3,17391
Vegetables,15949,livestock,Heavy Livestock Trailer,N3,17622
Pigs,10593,crops,Elf Truck,N2,7852
Chickens,11060,livestock,Livestock Truck,N2,9135
Goats,4414,crops,Elf Truck,N2,5772
Pigs,4903,crops,Elf Truck,N2,5574
Leafy Greens,3804,livestock,Livestock Truck,N2,10954
Pigs,11989,perishable crops,Refrigerated Truck,N2,6302
Rice,1550,crops,Pickup Truck,N1,1952
Rice,9045,livestock,Livestock Truck,N2,10927
Leafy Greens,8611,crops,Elf Truck,N2,7353
Rice,500,crops,Tricycle,L,277
Rice,10053,livestock,Livestock Truck,N2,7728
Goats,3931,crops,Elf Truck,N2,4036
Cows,14307,crops,Container Truck,N3,16086
Cows,1965,crops,Multicab,N1,1027
Goats,301,crops,Motorcycle with Sidecar,L,307
Eggs,9377,perishable crops,Refrigerated Truck,N2,11293
Pigs,5359,livestock,Livestock Truck,N2,7743
Goats,546,crops,Motorcycle with Sidecar,L,445
Meat,14863,crops,Container Truck,N3,18832
Pigs,3956,livestock,Livestock Truck,N2,7514
Cows,5189,perishable crops,Refrigerated Truck,N2,9132
Chickens,12644,crops,Container Truck,N3,19909
Fruits,12178,crops,10-Wheeler Truck,N3,14062
Cows,16531,crops,10-Wheeler Truck,N3,13484
Cows,14502,crops,10-Wheeler Truck,N3,13127
Frozen Fish,13491,crops,Container Truck,N3,15981
Goats,11925,crops,Elf Truck,N2,7670
Vegetables,1404,crops,Multicab,N1,1210
Cows,7466,perishable crops,Refrigerated Truck,N2,6962
Fruits,14041,crops,Container Truck,N3,15840
Rice,4111,perishable crops,Refrigerated Truck,N2,7312
Fruits,10045,livestock,Livestock Truck,N2,9039
Frozen Fish,9264,livestock,Livestock Truck,N2,11878
Eggs,9379,crops,Elf Truck,N2,4332
Goats,17399,livestock,Heavy Livestock Trailer,N3,14958
Rice,8550,perishable crops,Refrigerated Truck,N2,7168
Frozen Fish,7556,crops,Elf Truck,N2,5998
Leafy Greens,7146,crops,Elf Truck,N2,6911
Meat,9062,perishable crops,Refrigerated Truck,N2,7011
Rice,14418,crops,Container Truck,N3,19635
Meat,16420,livestock,Heavy Livestock Trailer,N3,14640
Eggs,9708,livestock,Livestock Truck,N2,5381
Cows,13708,crops,Container Truck,N3,17981
Fruits,8855,livestock,Livestock Truck,N2,11761
Pigs,10528,perishable crops,Refrigerated Truck,N2,7677
Fruits,10976,perishable crops,Refrigerated Truck,N2,11219
Rice,3354,crops,Multicab,N1,1162
Goats,15993,crops,10-Wheeler Truck,N3,14838
Eggs,2353,crops,Pickup Truck,N1,1998
Pigs,16042,crops,Container Truck,N3,15200
Meat,2325,livestock,Mini Livestock Truck,N1,2604
Meat,15166,livestock,Heavy Livestock Trailer,N3,16304
Fruits,6715,livestock,Livestock Truck,N2,5125
Rice,4022,perishable crops,Refrigerated Truck,N2,7216
Eggs,15738,crops,10-Wheeler Truck,N3,14264
Corn,3516,crops,Elf Truck,N2,6120
Fruits,6463,livestock,Livestock Truck,N2,11101
Leafy Greens,16866,livestock,Heavy Livestock Trailer,N3,16437
Vegetables,4473,crops,Elf Truck,N2,4767
Chickens,14213,crops,Container Truck,N3,19940
Corn,16748,crops,Container Truck,N3,18844
Cows,15347,crops,Container Truck,N3,18693
Fruits,17899,crops,10-Wheeler Truck,N3,13608
Frozen Fish,14272,crops,10-Wheeler Truck,N3,13588
Fruits,8004,livestock,Livestock Truck,N2,10108
Leafy Greens,3566,livestock,Livestock Truck,N2,7326
Fruits,3619,perishable crops,Refrigerated Truck,N2,8651
Chickens,11517,perishable crops,Refrigerated Truck,N2,10103
Corn,12409,crops,Container Truck,N3,19144
Chickens,3501,perishable crops,Refrigerated Truck,N2,11178
Pigs,10756,livestock,Livestock Truck,N2,5820
Frozen Fish,8631,perishable crops,Refrigerated Truck,N2,9416
Rice,10225,perishable crops,Refrigerated Truck,N2,7859
Fruits,17550,livestock,Heavy Livestock Trailer,N3,14625
Pigs,9481,crops,Elf Truck,N2,5078
Pigs,4010,perishable crops,Refrigerated Truck,N2,7977
Cows,2313,crops,Multicab,N1,1438
Chickens,16946,livestock,Heavy Livestock Trailer,N3,15427
Leafy Greens,12199,livestock,Heavy Livestock Trailer,N3,14251
Fruits,17860,livestock,Heavy Livestock Trailer,N3,16789
Cows,6095,crops,Elf Truck,N2,7838
Leafy Greens,8990,livestock,Livestock Truck,N2,6284
Cows,6379,crops,Elf Truck,N2,4961
Pigs,16786,crops,10-Wheeler Truck,N3,13937
Fruits,9102,livestock,Livestock Truck,N2,7915
Frozen Fish,1896,crops,Pickup Truck,N1,1038
Vegetables,2078,crops,Open Truck,N1,1642
Meat,12865,crops,Container Truck,N3,19664
