Product Type,Product Weight (kg),Purpose,Vehicle Type,Vehicle Category,maxWeightCapacity
Chickens,1586,livestock,Mini Livestock Truck,N1,1948
Chickens,185,livestock,Mini Livestock Truck,N1,1815
Rice,217,crops,Tricycle,L1,371
Leafy Greens,1840,perishable crops,Refrigerated Van,N1,2742
Meat,1288,perishable crops,Refrigerated Van,N1,3406
Goats,11051,livestock,Livestock Truck,N2,11979
Meat,236,perishable crops,Refrigerated Van,N1,2307
Meat,6376,perishable crops,Refrigerated Truck,N2,8515
Rice,156,crops,Tricycle,L1,261
Meat,6813,perishable crops,Refrigerated Truck,N2,7671
Leafy Greens,4182,perishable crops,Refrigerated Truck,N2,7533
Rice,2511,crops,Multicab,N1,2905
Eggs,8711,perishable crops,Refrigerated Truck,N2,10122
Corn,897,crops,Tricycle,L1,958
Vegetables,515,crops,Multicab,N1,1424
Vegetables,1040,crops,Multicab,N1,2873
Leafy Greens,8534,perishable crops,Refrigerated Truck,N2,10807
Frozen Fish,6519,perishable crops,Refrigerated Truck,N2,7367
Fruits,468,crops,Elf Truck,N2,5246
Pigs,10186,livestock,Livestock Truck,N2,11813
Chickens,15922,livestock,Heavy Livestock Trailer,N3,16480
Eggs,423,perishable crops,Refrigerated Van,N1,1006
Vegetables,1437,crops,Elf Truck,N2,6708
Leafy Greens,967,perishable crops,Refrigerated Van,N1,1184
Fruits,231,crops,Tricycle,L1,764
Meat,1961,perishable crops,Refrigerated Van,N1,2193
Cows,15499,livestock,Heavy Livestock Trailer,N3,18218
Goats,613,livestock,Mini Livestock Truck,N1,1414
Goats,2301,livestock,Mini Livestock Truck,N1,3415
Goats,6415,livestock,Livestock Truck,N2,6983
Rice,114,crops,Tricycle,L1,256
Fruits,5764,crops,Elf Truck,N2,10635
Meat,2037,perishable crops,Refrigerated Truck,N2,6819
Fruits,411,crops,Tricycle,L1,424
Pigs,1172,livestock,Mini Livestock Truck,N1,2409
Eggs,1236,perishable crops,Refrigerated Van,N1,1641
Rice,9308,crops,Elf Truck,N2,10835
Meat,6760,perishable crops,Refrigerated Truck,N2,6768
Goats,5801,livestock,Heavy Livestock Trailer,N3,12077
Leafy Greens,381,perishable crops,Refrigerated Truck,N2,10032
Goats,1361,livestock,Mini Livestock Truck,N1,1886
Eggs,825,perishable crops,Refrigerated Van,N1,1773
Fruits,470,crops,Multicab,N1,1306
Corn,2563,crops,Elf Truck,N2,4541
Cows,3475,livestock,Heavy Livestock Trailer,N3,12566
Frozen Fish,1967,perishable crops,Refrigerated Truck,N2,8778
Fruits,420,crops,Elf Truck,N2,11330
Eggs,6471,perishable crops,Refrigerated Truck,N2,7471
Rice,3645,crops,Elf Truck,N2,6100
Corn,130,crops,Multicab,N1,3081
Frozen Fish,1025,perishable crops,Refrigerated Truck,N2,4460
Eggs,231,perishable crops,Refrigerated Truck,N2,6053
Frozen Fish,4610,perishable crops,Refrigerated Truck,N2,9208
Vegetables,153,crops,Tricycle,L1,611
Leafy Greens,1195,perishable crops,Refrigerated Truck,N2,3760
Goats,6044,livestock,Livestock Truck,N2,8457
Chickens,2097,livestock,Mini Livestock Truck,N1,2734
Eggs,1346,perishable crops,Refrigerated Van,N1,2222
Vegetables,8907,crops,Elf Truck,N2,11462
Frozen Fish,1791,perishable crops,Refrigerated Truck,N2,5296
Meat,6221,perishable crops,Refrigerated Truck,N2,7046
Goats,4465,livestock,Livestock Truck,N2,8257
Cows,2381,livestock,Heavy Livestock Trailer,N3,18815
Corn,1891,crops,Multicab,N1,2002
Fruits,522,crops,Multicab,N1,1798
Frozen Fish,1859,perishable crops,Refrigerated Van,N1,2329
Leafy Greens,5250,perishable crops,Refrigerated Truck,N2,5455
Pigs,1026,livestock,Mini Livestock Truck,N1,2387
Rice,735,crops,Tricycle,L1,864
Corn,1786,crops,Elf Truck,N2,6472
Meat,5102,perishable crops,Refrigerated Truck,N2,10318
Chickens,514,livestock,Mini Livestock Truck,N1,3285
Leafy Greens,699,perishable crops,Refrigerated Van,N1,2982
Eggs,3492,perishable crops,Refrigerated Truck,N2,6859
Corn,179,crops,Multicab,N1,1557
Eggs,2367,perishable crops,Refrigerated Van,N1,2699
Meat,914,perishable crops,Refrigerated Van,N1,1163
Fruits,1327,crops,Multicab,N1,2115
Pigs,2164,livestock,Mini Livestock Truck,N1,3010
Chickens,2175,livestock,Mini Livestock Truck,N1,3322
Goats,294,livestock,Mini Livestock Truck,N1,1067
Pigs,8529,livestock,Livestock Truck,N2,9929
Rice,129,crops,Tricycle,L1,752
Vegetables,2565,crops,Elf Truck,N2,3831
Cows,14691,livestock,Heavy Livestock Trailer,N3,17232
Fruits,8807,crops,10-Wheeler Truck,N3,12258
Pigs,7154,livestock,Livestock Truck,N2,11540
Goats,4883,livestock,Livestock Truck,N2,5977
Leafy Greens,1413,perishable crops,Refrigerated Truck,N2,3563
Cows,1348,livestock,Livestock Truck,N2,9546
Rice,548,crops,Tricycle,L1,851
Chickens,2316,livestock,Mini Livestock Truck,N1,2448
Frozen Fish,764,perishable crops,Refrigerated Van,N1,1155
Frozen Fish,1933,perishable crops,Refrigerated Truck,N2,5584
Eggs,3959,perishable crops,Refrigerated Truck,N2,5284
Pigs,216,livestock,Mini Livestock Truck,N1,3144
Cows,1385,livestock,Mini Livestock Truck,N1,1860
Cows,10116,livestock,Heavy Livestock Trailer,N3,17885
Vegetables,283,crops,Tricycle,L1,370
Vegetables,1042,crops,Multicab,N1,1408
Cows,6178,livestock,Livestock Truck,N2,9833
Fruits,154,crops,Tricycle,L1,179
Cows,1517,livestock,Livestock Truck,N2,10334
Goats,2192,livestock,Heavy Livestock Trailer,N3,13081
Cows,2659,livestock,Heavy Livestock Trailer,N3,15112
Pigs,2780,livestock,Mini Livestock Truck,N1,3477
Vegetables,809,crops,Multicab,N1,1135
Pigs,4422,livestock,Livestock Truck,N2,5552
Goats,1728,livestock,Mini Livestock Truck,N1,2342
Goats,2056,livestock,Mini Livestock Truck,N1,2936
Cows,5677,livestock,Heavy Livestock Trailer,N3,14435
Corn,570,crops,Elf Truck,N2,5354
Meat,5434,perishable crops,Refrigerated Truck,N2,11589
Corn,7501,crops,10-Wheeler Truck,N3,12911
Chickens,925,livestock,Mini Livestock Truck,N1,1223
Eggs,687,perishable crops,Refrigerated Van,N1,3369
Corn,10860,crops,Elf Truck,N2,11190
Goats,310,livestock,Mini Livestock Truck,N1,3495
Leafy Greens,1140,perishable crops,Refrigerated Van,N1,1297
Pigs,1493,livestock,Mini Livestock Truck,N1,2713
Chickens,647,livestock,Mini Livestock Truck,N1,3096
Rice,235,crops,Tricycle,L1,339
Frozen Fish,2031,perishable crops,Refrigerated Van,N1,2587
Chickens,634,livestock,Mini Livestock Truck,N1,1224
Fruits,856,crops,Multicab,N1,2186
Leafy Greens,706,perishable crops,Refrigerated Van,N1,1290
Corn,184,crops,Multicab,N1,2893
Pigs,7717,livestock,Livestock Truck,N2,11865
Chickens,1760,livestock,Mini Livestock Truck,N1,2383
Meat,2540,perishable crops,Refrigerated Truck,N2,5099
Cows,100,livestock,Mini Livestock Truck,N1,1613
Pigs,2678,livestock,Mini Livestock Truck,N1,3168
Meat,307,perishable crops,Refrigerated Truck,N2,10457
Vegetables,1108,crops,Multicab,N1,1549
Cows,246,livestock,Livestock Truck,N2,4559
Eggs,770,perishable crops,Refrigerated Van,N1,2312
Eggs,262,perishable crops,Refrigerated Van,N1,3070
Leafy Greens,2372,perishable crops,Refrigerated Truck,N2,7454
Corn,173,crops,Tricycle,L1,177
Chickens,371,livestock,Mini Livestock Truck,N1,1898
Frozen Fish,1996,perishable crops,Refrigerated Truck,N2,9235
Pigs,1461,livestock,Mini Livestock Truck,N1,3297
Frozen Fish,3865,perishable crops,Refrigerated Truck,N2,5329
Cows,3315,livestock,Livestock Truck,N2,8062
Corn,4029,crops,10-Wheeler Truck,N3,15649
Frozen Fish,437,perishable crops,Refrigerated Van,N1,2547
Leafy Greens,3328,perishable crops,Refrigerated Truck,N2,11995
Eggs,2143,perishable crops,Refrigerated Van,N1,3436
Cows,2067,livestock,Livestock Truck,N2,7051
Eggs,1805,perishable crops,Refrigerated Van,N1,3038
Leafy Greens,1183,perishable crops,Refrigerated Van,N1,1506
Corn,332,crops,Multicab,N1,2270
Rice,2886,crops,Elf Truck,N2,5571
Vegetables,682,crops,Multicab,N1,2761
Meat,3723,perishable crops,Refrigerated Truck,N2,7575
Rice,1940,crops,Multicab,N1,2663
Goats,5369,livestock,Livestock Truck,N2,5690
Corn,7357,crops,10-Wheeler Truck,N3,19635
Meat,189,perishable crops,Refrigerated Van,N1,2782
Rice,1785,crops,Multicab,N1,1790
Leafy Greens,3112,perishable crops,Refrigerated Truck,N2,11951
Leafy Greens,674,perishable crops,Refrigerated Van,N1,3140
Leafy Greens,1834,perishable crops,Refrigerated Van,N1,3184
Eggs,367,perishable crops,Refrigerated Truck,N2,3679
Frozen Fish,299,perishable crops,Refrigerated Van,N1,2836
Leafy Greens,1430,perishable crops,Refrigerated Van,N1,3355
Chickens,1043,livestock,Mini Livestock Truck,N1,1220
Corn,149,crops,Multicab,N1,3000
Eggs,477,perishable crops,Refrigerated Van,N1,1325
Chickens,704,livestock,Mini Livestock Truck,N1,2630
Cows,13376,livestock,Heavy Livestock Trailer,N3,15812
Chickens,10599,livestock,Heavy Livestock Trailer,N3,16227
Vegetables,811,crops,Multicab,N1,1937
Cows,864,livestock,Mini Livestock Truck,N1,1946
Eggs,10654,perishable crops,Refrigerated Truck,N2,11685
Rice,1283,crops,Elf Truck,N2,6025
Pigs,5945,livestock,Heavy Livestock Trailer,N3,19371
Corn,531,crops,Tricycle,L1,606
Meat,6976,perishable crops,Refrigerated Truck,N2,8182
Rice,220,crops,Tricycle,L1,371
Leafy Greens,3802,perishable crops,Refrigerated Truck,N2,7227
Eggs,715,perishable crops,Refrigerated Van,N1,3086
Vegetables,973,crops,Multicab,N1,1735
Fruits,670,crops,Multicab,N1,2004
Vegetables,1458,crops,Multicab,N1,1586
Eggs,1478,perishable crops,Refrigerated Truck,N2,3570
Leafy Greens,5128,perishable crops,Refrigerated Truck,N2,5790
Pigs,4580,livestock,Livestock Truck,N2,4599
Cows,2242,livestock,Livestock Truck,N2,4793
Fruits,5298,crops,Elf Truck,N2,8145
Chickens,2611,livestock,Mini Livestock Truck,N1,3004
Eggs,2048,perishable crops,Refrigerated Van,N1,3037
Rice,12770,crops,10-Wheeler Truck,N3,18578
Cows,6271,livestock,Heavy Livestock Trailer,N3,18964
Rice,2293,crops,Elf Truck,N2,7073
Goats,5284,livestock,Livestock Truck,N2,11329
Vegetables,3374,crops,Elf Truck,N2,6470
Leafy Greens,847,perishable crops,Refrigerated Truck,N2,3712
Vegetables,4446,crops,Elf Truck,N2,7171
Leafy Greens,2054,perishable crops,Refrigerated Van,N1,2448
Cows,1313,livestock,Livestock Truck,N2,3541
Vegetables,225,crops,Multicab,N1,1759
Rice,789,crops,Tricycle,L1,848
Pigs,15077,livestock,Heavy Livestock Trailer,N3,16142
Vegetables,149,crops,Tricycle,L1,553
Frozen Fish,548,perishable crops,Refrigerated Van,N1,1355
Rice,747,crops,Multicab,N1,1334
Goats,1680,livestock,Heavy Livestock Trailer,N3,15842
Chickens,1513,livestock,Mini Livestock Truck,N1,1647
Chickens,993,livestock,Mini Livestock Truck,N1,2431
Chickens,13796,livestock,Heavy Livestock Trailer,N3,15514
Vegetables,774,crops,Multicab,N1,1363
Vegetables,1531,crops,Elf Truck,N2,3812
Cows,8619,livestock,Livestock Truck,N2,10231
Cows,5190,livestock,Heavy Livestock Trailer,N3,17501
Corn,2171,crops,Elf Truck,N2,8342
Meat,274,perishable crops,Refrigerated Van,N1,2967
Cows,2593,livestock,Livestock Truck,N2,7505
Fruits,830,crops,Elf Truck,N2,4515
Rice,5570,crops,Elf Truck,N2,8955
Cows,2452,livestock,Livestock Truck,N2,6051
Corn,1862,crops,Multicab,N1,2549
Rice,357,crops,Tricycle,L1,747
Cows,15037,livestock,Heavy Livestock Trailer,N3,15529
Leafy Greens,1037,perishable crops,Refrigerated Van,N1,2128
Frozen Fish,245,perishable crops,Refrigerated Van,N1,1450
Goats,2133,livestock,Mini Livestock Truck,N1,2145
Pigs,2138,livestock,Mini Livestock Truck,N1,3117
Cows,8744,livestock,Heavy Livestock Trailer,N3,15289
Rice,138,crops,Tricycle,L1,328
Corn,3825,crops,Elf Truck,N2,9521
Chickens,880,livestock,Mini Livestock Truck,N1,3257
Vegetables,104,crops,Tricycle,L1,623
Rice,120,crops,Tricycle,L1,355
Chickens,487,livestock,Mini Livestock Truck,N1,2194
Leafy Greens,2141,perishable crops,Refrigerated Truck,N2,5705
Leafy Greens,847,perishable crops,Refrigerated Van,N1,1659
Corn,284,crops,Tricycle,L1,304
Fruits,948,crops,10-Wheeler Truck,N3,12996
Rice,159,crops,Multicab,N1,1562
Pigs,584,livestock,Mini Livestock Truck,N1,2739
Goats,1251,livestock,Livestock Truck,N2,10113
Frozen Fish,802,perishable crops,Refrigerated Truck,N2,6109
Corn,1744,crops,Multicab,N1,2877
Meat,214,perishable crops,Refrigerated Truck,N2,8389
Fruits,733,crops,Tricycle,L1,778
Meat,5329,perishable crops,Refrigerated Truck,N2,10070
Vegetables,936,crops,Multicab,N1,2558
Rice,1546,crops,10-Wheeler Truck,N3,15545
Pigs,2990,livestock,Livestock Truck,N2,3896
Eggs,5210,perishable crops,Refrigerated Truck,N2,8034
Corn,216,crops,Tricycle,L1,216
Vegetables,3335,crops,Elf Truck,N2,6873
Rice,6840,crops,Elf Truck,N2,7868
Chickens,2988,livestock,Mini Livestock Truck,N1,3403
Rice,1435,crops,Multicab,N1,3292
Rice,468,crops,Multicab,N1,1950
Cows,5227,livestock,Livestock Truck,N2,10185
Meat,248,perishable crops,Refrigerated Van,N1,1764
Frozen Fish,1403,perishable crops,Refrigerated Van,N1,1573
Chickens,1539,livestock,Mini Livestock Truck,N1,3494
Leafy Greens,698,perishable crops,Refrigerated Van,N1,3150
Eggs,549,perishable crops,Refrigerated Van,N1,1324
Eggs,1433,perishable crops,Refrigerated Van,N1,2843
Fruits,1922,crops,Multicab,N1,2615
Corn,472,crops,Tricycle,L1,549
Pigs,1614,livestock,Mini Livestock Truck,N1,1791
Leafy Greens,6631,perishable crops,Refrigerated Truck,N2,9250
Pigs,8061,livestock,Heavy Livestock Trailer,N3,14229
Leafy Greens,4594,perishable crops,Refrigerated Truck,N2,10426
Pigs,675,livestock,Livestock Truck,N2,9988
Fruits,448,crops,Multicab,N1,1828
Rice,5129,crops,Elf Truck,N2,6209
Chickens,1397,livestock,Mini Livestock Truck,N1,3161
Leafy Greens,456,perishable crops,Refrigerated Van,N1,1965
Pigs,11262,livestock,Heavy Livestock Trailer,N3,18681
Rice,9853,crops,Elf Truck,N2,9940
Fruits,9487,crops,10-Wheeler Truck,N3,19546
Cows,7161,livestock,Heavy Livestock Trailer,N3,14762
Corn,113,crops,Tricycle,L1,158
Corn,124,crops,Tricycle,L1,483
Vegetables,2004,crops,Elf Truck,N2,5351
Chickens,630,livestock,Mini Livestock Truck,N1,1902
Eggs,5014,perishable crops,Refrigerated Truck,N2,10154
Fruits,106,crops,Multicab,N1,2923
Chickens,666,livestock,Mini Livestock Truck,N1,2356
Pigs,7477,livestock,Livestock Truck,N2,8801
Corn,3315,crops,Elf Truck,N2,4839
Pigs,11583,livestock,Heavy Livestock Trailer,N3,16465
Frozen Fish,5370,perishable crops,Refrigerated Truck,N2,11292
Vegetables,10357,crops,10-Wheeler Truck,N3,14669
Fruits,174,crops,Tricycle,L1,262
Frozen Fish,549,perishable crops,Refrigerated Van,N1,1852
Vegetables,1604,crops,Multicab,N1,2727
Pigs,2379,livestock,Mini Livestock Truck,N1,3065
Fruits,1080,crops,Multicab,N1,3195
Goats,2155,livestock,Mini Livestock Truck,N1,2656
Cows,623,livestock,Mini Livestock Truck,N1,3309
Goats,2235,livestock,Livestock Truck,N2,10670
Cows,9657,livestock,Heavy Livestock Trailer,N3,16314
Leafy Greens,2294,perishable crops,Refrigerated Van,N1,3216
Leafy Greens,2381,perishable crops,Refrigerated Van,N1,3483
Rice,543,crops,Multicab,N1,2220
Fruits,2328,crops,Multicab,N1,3038
Corn,539,crops,Multicab,N1,1057
Pigs,6452,livestock,Livestock Truck,N2,10778
Pigs,2561,livestock,Mini Livestock Truck,N1,3085
Leafy Greens,887,perishable crops,Refrigerated Van,N1,1628
Corn,3221,crops,Elf Truck,N2,11899
Chickens,299,livestock,Mini Livestock Truck,N1,1282
Leafy Greens,5119,perishable crops,Refrigerated Truck,N2,10605
Meat,1840,perishable crops,Refrigerated Van,N1,3193
Chickens,1677,livestock,Mini Livestock Truck,N1,1841
Frozen Fish,2287,perishable crops,Refrigerated Truck,N2,4116
Corn,110,crops,Tricycle,L1,122
Leafy Greens,2560,perishable crops,Refrigerated Truck,N2,3930
Goats,711,livestock,Livestock Truck,N2,7470
Cows,12089,livestock,Heavy Livestock Trailer,N3,17119
Frozen Fish,6970,perishable crops,Refrigerated Truck,N2,8709
Rice,940,crops,Multicab,N1,1003
Chickens,1005,livestock,Mini Livestock Truck,N1,1639
Vegetables,1906,crops,Multicab,N1,2672
Cows,550,livestock,Mini Livestock Truck,N1,2073
Leafy Greens,448,perishable crops,Refrigerated Van,N1,1981
Corn,3092,crops,Elf Truck,N2,5288
Rice,1507,crops,Multicab,N1,2106
Frozen Fish,3046,perishable crops,Refrigerated Van,N1,3101
Vegetables,2050,crops,Elf Truck,N2,5418
Fruits,262,crops,Tricycle,L1,303
Corn,6167,crops,Elf Truck,N2,8594
Vegetables,171,crops,Tricycle,L1,181
Frozen Fish,6277,perishable crops,Refrigerated Truck,N2,10681
Vegetables,1231,crops,Elf Truck,N2,3914
Pigs,1117,livestock,Heavy Livestock Trailer,N3,14320
Leafy Greens,276,perishable crops,Refrigerated Truck,N2,11460
Frozen Fish,657,perishable crops,Refrigerated Van,N1,2954
Vegetables,6870,crops,Elf Truck,N2,8193
Chickens,426,livestock,Mini Livestock Truck,N1,1361
Goats,867,livestock,Mini Livestock Truck,N1,2712
Frozen Fish,2009,perishable crops,Refrigerated Van,N1,3448
Frozen Fish,5059,perishable crops,Refrigerated Truck,N2,11289
Frozen Fish,1399,perishable crops,Refrigerated Van,N1,2813
Fruits,468,crops,Elf Truck,N2,6373
Chickens,1508,livestock,Heavy Livestock Trailer,N3,13474
Meat,2153,perishable crops,Refrigerated Van,N1,2781
Pigs,731,livestock,Mini Livestock Truck,N1,2053
Rice,715,crops,Multicab,N1,2367
Pigs,1294,livestock,Livestock Truck,N2,8353
Leafy Greens,454,perishable crops,Refrigerated Truck,N2,4037
Cows,1095,livestock,Livestock Truck,N2,4083
Eggs,10562,perishable crops,Refrigerated Truck,N2,11519
Chickens,1466,livestock,Mini Livestock Truck,N1,2626
Goats,7110,livestock,Heavy Livestock Trailer,N3,19890
Eggs,628,perishable crops,Refrigerated Van,N1,2048
Goats,1173,livestock,Mini Livestock Truck,N1,2704
Cows,1139,livestock,Mini Livestock Truck,N1,2368
Corn,690,crops,Elf Truck,N2,7636
Frozen Fish,1043,perishable crops,Refrigerated Van,N1,2628
Goats,1191,livestock,Livestock Truck,N2,6236
Pigs,6982,livestock,Livestock Truck,N2,11199
Corn,572,crops,Tricycle,L1,730
Goats,6128,livestock,Heavy Livestock Trailer,N3,18201
Pigs,1438,livestock,Livestock Truck,N2,6477
Rice,1928,crops,Multicab,N1,3375
Rice,112,crops,Tricycle,L1,117
Vegetables,1448,crops,Multicab,N1,2642
Meat,1941,perishable crops,Refrigerated Truck,N2,11613
Meat,4121,perishable crops,Refrigerated Truck,N2,11568
Fruits,2949,crops,Elf Truck,N2,5987
Pigs,10832,livestock,Livestock Truck,N2,11295
Meat,3110,perishable crops,Refrigerated Truck,N2,7046
Eggs,3054,perishable crops,Refrigerated Truck,N2,3908
Goats,12102,livestock,Heavy Livestock Trailer,N3,13985
Meat,4177,perishable crops,Refrigerated Truck,N2,7417
Pigs,7664,livestock,Livestock Truck,N2,8717
Fruits,236,crops,Tricycle,L1,463
Leafy Greens,2263,perishable crops,Refrigerated Truck,N2,4075
Leafy Greens,7203,perishable crops,Refrigerated Truck,N2,8291
Pigs,14261,livestock,Heavy Livestock Trailer,N3,17214
Eggs,6467,perishable crops,Refrigerated Truck,N2,6877
Eggs,171,perishable crops,Refrigerated Truck,N2,4551
Leafy Greens,3912,perishable crops,Refrigerated Truck,N2,4264
Leafy Greens,7453,perishable crops,Refrigerated Truck,N2,8441
Pigs,499,livestock,Mini Livestock Truck,N1,2076
Cows,4990,livestock,Heavy Livestock Trailer,N3,17548
Chickens,1329,livestock,Mini Livestock Truck,N1,2181
Chickens,3296,livestock,Mini Livestock Truck,N1,3416
Cows,7936,livestock,Heavy Livestock Trailer,N3,17354
Meat,1173,perishable crops,Refrigerated Van,N1,2801
Vegetables,910,crops,Multicab,N1,1028
Pigs,5862,livestock,Livestock Truck,N2,10354
Eggs,1298,perishable crops,Refrigerated Van,N1,1327
Rice,294,crops,Tricycle,L1,341
Frozen Fish,628,perishable crops,Refrigerated Van,N1,2813
Leafy Greens,5032,perishable crops,Refrigerated Truck,N2,7719
Pigs,1320,livestock,Heavy Livestock Trailer,N3,18410
Fruits,854,crops,Multicab,N1,1289
Meat,398,perishable crops,Refrigerated Truck,N2,10686
Frozen Fish,2869,perishable crops,Refrigerated Truck,N2,3526
Fruits,145,crops,Tricycle,L1,288
Vegetables,406,crops,Multicab,N1,2908
Chickens,3861,livestock,Heavy Livestock Trailer,N3,12250
Rice,101,crops,Tricycle,L1,132
Fruits,8805,crops,10-Wheeler Truck,N3,17143
Pigs,5721,livestock,Heavy Livestock Trailer,N3,12150
Pigs,4025,livestock,Livestock Truck,N2,5392
Vegetables,7458,crops,Elf Truck,N2,7931
Rice,108,crops,Multicab,N1,1893
Meat,4972,perishable crops,Refrigerated Truck,N2,10644
Frozen Fish,794,perishable crops,Refrigerated Van,N1,3373
Fruits,12447,crops,10-Wheeler Truck,N3,18335
Meat,5783,perishable crops,Refrigerated Truck,N2,6945
Cows,14130,livestock,Heavy Livestock Trailer,N3,18468
Eggs,5510,perishable crops,Refrigerated Truck,N2,7732
Fruits,1544,crops,Multicab,N1,3135
Rice,3151,crops,Elf Truck,N2,5104
Meat,965,perishable crops,Refrigerated Van,N1,1818
Chickens,564,livestock,Mini Livestock Truck,N1,3346
Fruits,11438,crops,10-Wheeler Truck,N3,12253
Frozen Fish,6638,perishable crops,Refrigerated Truck,N2,8621
Leafy Greens,1553,perishable crops,Refrigerated Truck,N2,7003
Goats,1487,livestock,Mini Livestock Truck,N1,1892
Chickens,1958,livestock,Mini Livestock Truck,N1,3132
Pigs,2138,livestock,Mini Livestock Truck,N1,2347
Corn,160,crops,Tricycle,L1,378
Chickens,2152,livestock,Mini Livestock Truck,N1,2478
Fruits,5064,crops,Elf Truck,N2,11795
Fruits,2623,crops,Multicab,N1,3035
Corn,123,crops,Tricycle,L1,423
Fruits,5470,crops,Elf Truck,N2,10078
Cows,1623,livestock,Livestock Truck,N2,10795
Pigs,1294,livestock,Mini Livestock Truck,N1,2250
Leafy Greens,2043,perishable crops,Refrigerated Van,N1,2376
Chickens,2553,livestock,Mini Livestock Truck,N1,3274
Rice,576,crops,Tricycle,L1,858
Cows,1207,livestock,Mini Livestock Truck,N1,1556
Vegetables,238,crops,Tricycle,L1,885
Pigs,667,livestock,Mini Livestock Truck,N1,2345
Cows,9495,livestock,Heavy Livestock Trailer,N3,15573
Chickens,3633,livestock,Heavy Livestock Trailer,N3,15082
Meat,5026,perishable crops,Refrigerated Truck,N2,7521
Chickens,9473,livestock,Heavy Livestock Trailer,N3,14882
Pigs,5583,livestock,Livestock Truck,N2,11391
Cows,1802,livestock,Livestock Truck,N2,6319
Frozen Fish,1922,perishable crops,Refrigerated Van,N1,3423
Pigs,3525,livestock,Heavy Livestock Trailer,N3,17993
Meat,139,perishable crops,Refrigerated Van,N1,1025
Leafy Greens,6603,perishable crops,Refrigerated Truck,N2,11857
Fruits,2946,crops,Multicab,N1,3164
Leafy Greens,439,perishable crops,Refrigerated Van,N1,1550
Fruits,565,crops,Elf Truck,N2,9204
Eggs,872,perishable crops,Refrigerated Van,N1,1370
Cows,4159,livestock,Livestock Truck,N2,4559
Meat,866,perishable crops,Refrigerated Van,N1,1184
Vegetables,289,crops,Tricycle,L1,295
Fruits,248,crops,Elf Truck,N2,5557
Meat,6414,perishable crops,Refrigerated Truck,N2,10634
Pigs,1601,livestock,Mini Livestock Truck,N1,2459
Cows,903,livestock,Mini Livestock Truck,N1,3409
Corn,886,crops,Multicab,N1,2706
Frozen Fish,1280,perishable crops,Refrigerated Van,N1,1497
Rice,503,crops,Tricycle,L1,565
Rice,1517,crops,Multicab,N1,2069
Frozen Fish,6832,perishable crops,Refrigerated Truck,N2,8604
Goats,259,livestock,Mini Livestock Truck,N1,1907
Chickens,308,livestock,Mini Livestock Truck,N1,2335
Leafy Greens,1991,perishable crops,Refrigerated Van,N1,2124
Fruits,10103,crops,10-Wheeler Truck,N3,13134
Leafy Greens,1085,perishable crops,Refrigerated Van,N1,3225
Frozen Fish,4346,perishable crops,Refrigerated Truck,N2,4992
Pigs,5491,livestock,Livestock Truck,N2,8031
Fruits,430,crops,Multicab,N1,2581
Frozen Fish,620,perishable crops,Refrigerated Van,N1,1192
Eggs,750,perishable crops,Refrigerated Van,N1,2298
Eggs,487,perishable crops,Refrigerated Truck,N2,8522
Chickens,972,livestock,Mini Livestock Truck,N1,1056
Cows,583,livestock,Livestock Truck,N2,4763
Vegetables,202,crops,Tricycle,L1,696
Rice,9074,crops,Elf Truck,N2,10809
Rice,15545,crops,10-Wheeler Truck,N3,16739
Eggs,659,perishable crops,Refrigerated Van,N1,2668
Chickens,1904,livestock,Heavy Livestock Trailer,N3,15833
Frozen Fish,1524,perishable crops,Refrigerated Van,N1,1810
Cows,8333,livestock,Heavy Livestock Trailer,N3,14909
Meat,1076,perishable crops,Refrigerated Truck,N2,5789
Eggs,927,perishable crops,Refrigerated Truck,N2,10616
Frozen Fish,2293,perishable crops,Refrigerated Van,N1,3238
Meat,1755,perishable crops,Refrigerated Truck,N2,11066
Cows,4304,livestock,Livestock Truck,N2,10305
Leafy Greens,2497,perishable crops,Refrigerated Truck,N2,4479
Meat,1402,perishable crops,Refrigerated Van,N1,1853
Leafy Greens,1836,perishable crops,Refrigerated Truck,N2,11007
Fruits,488,crops,Tricycle,L1,711
Rice,3190,crops,Elf Truck,N2,6280
Fruits,10444,crops,10-Wheeler Truck,N3,13612
Frozen Fish,439,perishable crops,Refrigerated Van,N1,1042
Eggs,7191,perishable crops,Refrigerated Truck,N2,8726
Chickens,509,livestock,Mini Livestock Truck,N1,1546
Rice,792,crops,Multicab,N1,2128
Eggs,3261,perishable crops,Refrigerated Truck,N2,5151
Vegetables,15768,crops,10-Wheeler Truck,N3,19201
Vegetables,565,crops,Multicab,N1,1023
Pigs,4905,livestock,Heavy Livestock Trailer,N3,16643
Chickens,3316,livestock,Mini Livestock Truck,N1,3400
Goats,3425,livestock,Heavy Livestock Trailer,N3,16607
Pigs,700,livestock,Mini Livestock Truck,N1,1006
Leafy Greens,1746,perishable crops,Refrigerated Van,N1,1793
Pigs,334,livestock,Mini Livestock Truck,N1,2344
Rice,441,crops,Tricycle,L1,578
Rice,2174,crops,10-Wheeler Truck,N3,17430
Leafy Greens,7913,perishable crops,Refrigerated Truck,N2,8369
Rice,1122,crops,Multicab,N1,1775
Rice,695,crops,Multicab,N1,1717
Goats,5647,livestock,Heavy Livestock Trailer,N3,19603
Cows,5825,livestock,Heavy Livestock Trailer,N3,15619
Cows,3897,livestock,Livestock Truck,N2,4579
